GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,source_status,notes,value_transformed,value_winsor,z_score,score_100_unadjusted,score_100
40,Oklahoma,OK,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,16.317725818610995,18.671729373067382,2.354003554456387,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,2.354003554456387,2.354003554456387,0.25054164083834524,59.89157467364357,40.10842532635643
41,Oregon,OR,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,6.397912493345764,8.947298001396424,2.54938550805066,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,2.54938550805066,2.54938550805066,0.3699085144228091,64.4274671425715,35.5725328574285
42,Pennsylvania,PA,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,6.27775157223896,7.6623555445534866,1.384603972314527,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,1.384603972314527,1.384603972314527,-0.3417044455870657,36.62866630963166,63.37133369036834
44,Rhode Island,RI,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,3.768084791982913,6.2792457965147435,2.511161004531831,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,2.511161004531831,2.511161004531831,0.34655559264357505,63.553739373886685,36.446260626113315
45,South Carolina,SC,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,13.69492145765549,14.29471648010737,0.5997950224518807,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,0.5997950224518807,0.5997950224518807,-0.8211765205809776,20.57728642335088,79.42271357664912
46,South Dakota,SD,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,13.419509594882728,12.375140466974653,-1.044369127908075,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,-1.044369127908075,-1.044369127908075,-1.825664041960111,3.3950441348553824,96.60495586514462
47,Tennessee,TN,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,13.940721356240756,14.420181650352824,0.47946029411206936,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,0.47946029411206936,0.47946029411206936,-0.8946939567684928,18.547535503512258,81.45246449648775
48,Texas,TX,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,19.507272464734218,23.225906532323684,3.7186340675894662,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,3.7186340675894662,3.7186340675894662,1.084250563049843,86.08731408441169,13.912685915588312
49,Utah,UT,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,10.081055803803388,10.89564316076515,0.8145873569617628,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,0.8145873569617628,0.8145873569617628,-0.6899510467401607,24.51124863888757,75.48875136111243
50,Vermont,VT,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,4.168111669845674,6.070397772617355,1.902286102771681,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,1.902286102771681,1.902286102771681,-0.02543113432959084,48.98555387650036,51.01444612349964
51,Virginia,VA,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,7.907381534970244,9.67706224242064,1.769680707450397,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,1.769680707450397,1.769680707450397,-0.1064452257988734,45.7614555939671,54.2385444060329
53,Washington,WA,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,7.521492411882058,9.26901334363584,1.7475209317537832,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,1.7475209317537832,1.7475209317537832,-0.1199835444387343,45.22480917080423,54.77519082919577
54,West Virginia,WV,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,6.090430773457236,9.885690143955523,3.795259370498288,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,3.795259370498288,3.795259370498288,1.1310641130089252,87.0985946217794,12.901405378220602
55,Wisconsin,WI,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,5.751491363552633,7.387468401291762,1.6359770377391287,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,1.6359770377391287,1.6359770377391287,-0.1881302982766812,42.53872552717932,57.46127447282068
56,Wyoming,WY,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,15.376532399299474,15.769665682537608,0.393133283238134,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,0.393133283238134,0.393133283238134,-0.9474346792576948,17.17086633718346,82.82913366281655
72,Puerto Rico,PR,2024,eq_score_nohealthins,CP,equity,No Health Insurance: Equity,5.233970983511215,9.269463380815356,4.035492397304141,lower_better,none,1,acs_ready,PWOD: B18135 no-disability age 19-64 no-insurance row.,4.035492397304141,4.035492397304141,1.2778323524190764,89.93457277960594,10.065427220394056
000,United States,USA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,NA,NA,NA,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",NA,NA,NA,NA,NA
01,Alabama,AL,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1641.4364665031496,NA,1641.4364665031496,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1641.4364665031496,1641.4364665031496,-0.13958606960880937,44.44935238492659,55.55064761507341
02,Alaska,AK,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1073.1908624576226,NA,1073.1908624576226,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1073.1908624576226,1073.1908624576226,-1.2064638016971443,11.381935413915608,88.61806458608439
04,Arizona,AZ,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1698.8633483883257,NA,1698.8633483883257,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1698.8633483883257,1698.8633483883257,-0.03176744141287063,48.73287557566981,51.26712442433019
05,Arkansas,AR,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,2004.3686184384485,NA,2004.3686184384485,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",2004.3686184384485,2004.3686184384485,0.5418168808091729,70.6027669418689,29.397233058131107
06,California,CA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1747.2840143559442,NA,1747.2840143559442,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1747.2840143559442,1747.2840143559442,0.05914207011869746,52.35805249212414,47.64194750787586
08,Colorado,CO,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,2653.1977718901244,NA,2653.1977718901244,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",2653.1977718901244,2653.1977718901244,1.7599897462377252,96.0795227428018,3.9204772571981863
09,Connecticut,CT,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1373.389179903833,NA,1373.389179903833,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1373.389179903833,1373.389179903833,-0.6428432513337012,26.016290761590255,73.98370923840974
10,Delaware,DE,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1792.7269927190073,NA,1792.7269927190073,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1792.7269927190073,1792.7269927190073,0.144460990934211,55.74317709932055,44.25682290067945
11,District of Columbia,DC,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,3727.4474902100383,NA,3727.4474902100383,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",3727.4474902100383,3727.4474902100383,3.776887184631035,99.99205996918164,0.00794003081836081
12,Florida,FL,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1219.364888133436,NA,1219.364888133436,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1219.364888133436,1219.364888133436,-0.9320229403988328,17.56623350040799,82.43376649959201
13,Georgia,GA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1590.3312413065858,NA,1590.3312413065858,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1590.3312413065858,1590.3312413065858,-0.23553582507969445,40.6896438223998,59.3103561776002
15,Hawaii,HI,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1462.0238897040824,NA,1462.0238897040824,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1462.0238897040824,1462.0238897040824,-0.4764321123776285,31.68832807574192,68.31167192425808
16,Idaho,ID,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,740.9420806746868,NA,740.9420806746868,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",740.9420806746868,740.9420806746868,-1.8302589076761624,3.3605616445683393,96.63943835543166
17,Illinois,IL,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1764.1053033001783,NA,1764.1053033001783,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1764.1053033001783,1764.1053033001783,0.090723939774814,53.614402605842656,46.385597394157344
18,Indiana,IN,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1466.588910699069,NA,1466.588910699069,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1466.588910699069,1466.588910699069,-0.4678613126892658,31.99418855750602,68.00581144249398
19,Iowa,IA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1343.7237072689927,NA,1343.7237072689927,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1343.7237072689927,1343.7237072689927,-0.6985399992551359,24.241977607607744,75.75802239239226
20,Kansas,KS,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1700.2812307589904,NA,1700.2812307589904,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1700.2812307589904,1700.2812307589904,-0.02910537571942155,48.83902742057799,51.16097257942201
21,Kentucky,KY,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1407.5362677655603,NA,1407.5362677655603,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1407.5362677655603,1407.5362677655603,-0.5787322975560072,28.138490980414645,71.86150901958536
22,Louisiana,LA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,2086.116041980339,NA,2086.116041980339,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",2086.116041980339,2086.116041980339,0.6952971808968957,75.65654596975759,24.343454030242413
23,Maine,ME,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1163.5167598746586,NA,1163.5167598746586,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1163.5167598746586,1163.5167598746586,-1.0368774680782569,14.98964830086145,85.01035169913855
24,Maryland,MD,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,2099.291289861436,NA,2099.291289861436,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",2099.291289861436,2099.291289861436,0.7200336302051071,76.42478551964362,23.57521448035638
25,Massachusetts,MA,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1093.4233031538795,NA,1093.4233031538795,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1093.4233031538795,1093.4233031538795,-1.1684775149736577,12.130710191747191,87.8692898082528
26,Michigan,MI,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1394.626008599811,NA,1394.626008599811,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1394.626008599811,1394.626008599811,-0.6029712321317751,27.326391356756066,72.67360864324394
27,Minnesota,MN,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1622.9020705974065,NA,1622.9020705974065,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1622.9020705974065,1622.9020705974065,-0.174384287366711,43.07817309950838,56.92182690049162
28,Mississippi,MS,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1280.7541118167433,NA,1280.7541118167433,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1280.7541118167433,1280.7541118167433,-0.8167650391117283,20.703135751588498,79.29686424841151
29,Missouri,MO,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1987.0647502705713,NA,1987.0647502705713,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1987.0647502705713,1987.0647502705713,0.5093289715391853,69.47391730744786,30.526082692552137
30,Montana,MT,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1681.5603442733684,NA,1681.5603442733684,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1681.5603442733684,1681.5603442733684,-0.06425372842865498,47.438409832058824,52.561590167941176
31,Nebraska,NE,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1639.7813020180024,NA,1639.7813020180024,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1639.7813020180024,1639.7813020180024,-0.142693631056844,44.32660734621081,55.67339265378919
32,Nevada,NV,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,2252.0615910090523,NA,2252.0615910090523,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",2252.0615910090523,2252.0615910090523,1.00685895935585,84.2998721682393,15.700127831760696
33,New Hampshire,NH,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,928.8672215638884,NA,928.8672215638884,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",928.8672215638884,928.8672215638884,-1.477430576604394,6.978012746313487,93.02198725368652
34,New Jersey,NJ,2024,rel_score_propertycrime,CP,relative,Property Crime Rate: Relative,1508.616589387265,NA,1508.616589387265,lower_better,none,1,acs_ready,"Source: FBI NIBRS 2024 — Table 28 (Crimes Against Property). Downloaded to external_data/. Variable: property_crime_rate = (Burglary + Larceny/Theft + Motor Vehicle Theft) / Population Covered × 100,000. Arson excluded. Rate denominator = population covered by NIBRS-reporting agencies (NOT total state pop). 2024 low-participation states: FL (~62% covered), PA (~51% covered), AK (~61% covered) — flagged in fbi_crime_2024.csv via fbi_coverage_note column. Data added to national_data via 01b Section B + INTEGRATION (April 2026).",1508.616589387265,1508.616589387265,-0.3889545966415204,34.865486675940296,65.1345133240597
